filename,section
multi-agent-coding-system-main/evaluation/docs/deploying_model_examples.md,"### Main Inference Node Configuration

Commands specifically for setting up the primary inference node.

```bash
tmux new -s dock-inf

bash run_cluster.sh \
  vllm/vllm-openai \
  $NODE_N_IP \
  --head \
  ~/.cache/huggingface/ \
  -e VLLM_HOST_IP=$NODE_N_IP \
  -e GLOO_SOCKET_IFNAME=$NETWORK_INTERFACE \
  -e TP_SOCKET_IFNAME=$NETWORK_INTERFACE
```"
multi-agent-coding-system-main/evaluation/docs/deploying_model_examples.md,"### Second Node Configuration

Commands for configuring the secondary node.

```bash
tmux new -s dock-inf

bash run_cluster.sh \
  vllm/vllm-openai \
  $NODE_N_IP \
  --worker \
  ~/.cache/huggingface/ \
  -e VLLM_HOST_IP=$INF_NODE_N_IP \
  -e GLOO_SOCKET_IFNAME=$NETWORK_INTERFACE \
  -e TP_SOCKET_IFNAME=$NETWORK_INTERFACE
```"
multi-agent-coding-system-main/evaluation/docs/deploying_model_examples.md,"### Serving the Model

Final commands to serve the model on any node.

```bash
docker exec -it node /bin/bash
ray status  # Verify all nodes and GPUs are visible

vllm serve zai-org/GLM-4.6-FP8 \
  --host 0.0.0.0 \
  --port 8000 \
  --tensor-parallel-size 16 \
  --distributed-executor-backend ray
```

**Environment Variables for Multi-node Setup**
```bash
export ORCA_SUBAGENT_MODEL=""openai/zai-org/GLM-4.6-FP8""
export ORCA_SUBAGENT_API_BASE=""http://$NODE_N_IP:8000/v1""
export ORCA_SUBAGENT_API_KEY=""placeholder""
```"
multi-agent-coding-system-main/evaluation/docs/model_mixing_tbench_evals/orca_model_mix_tbench_results.md,"## Overview

This document notes the findings from trying out different model combinations on TerminalBench. After experimenting with various combinations using the test files, the results are summarized here based on what appeared to work well."
multi-agent-coding-system-main/evaluation/docs/model_mixing_tbench_evals/orca_model_mix_tbench_results.md,"## TBench Details

I ran each combination on the full TerminalBench benchmark using a specific script. The benchmark was executed with varying numbers of attempts: `N_ATTEMPTS=2|3|5` depending on the run in question."
multi-agent-coding-system-main/evaluation/docs/model_mixing_tbench_evals/orca_model_mix_tbench_results.md,"## Results

All results output by TerminalBench are recorded here. The table below summarizes the performance scores achieved by different model combinations.

| Orca Model                | Subagent Model           | TBench Score |
|"
multi-agent-coding-system-main/evaluation/docs/model_mixing_tbench_evals/orca_model_mix_tbench_results.md,|
multi-agent-coding-system-main/evaluation/docs/model_mixing_tbench_evals/orca_model_mix_tbench_results.md,--|
multi-agent-coding-system-main/evaluation/docs/model_mixing_tbench_evals/orca_model_mix_tbench_results.md,"--|
| qwen3-30b-a3b            | grok-fast-1              | 23.13%       |
| qwen3-14b                | sonnet-4.5              | 18.75%       |
| Orca-Agent-v0.1         | qwen3-coder-30b-a3b     | 18.25%       |
| qwen3-30b-a3b            | qwen3-coder-480b-a35b   | 13.75%       |
| qwen3-32b                | grok-fast-1              | 16.88%       |
| qwen3-32b                | qwen3-coder-480b-a35b   | 13.75%       |
| qwen3-32b                | GLM-4.6-FP8             | 13.12%       |
| qwen3-14b                | grok-fast-1              | 12.92%       |
| qwen3-coder-30b-a3b      | qwen3-coder-30b-a3b     | 12.08%       |
| qwen3-32b                | qwen3-32b               | 8.33%        |
| qwen3-14b                | qwen3-coder-30b-a3b     | 7%           |
| qwen3-30b-a3b            | qwen3-30b-a3b           | 6.25%        |"
multi-agent-coding-system-main/evaluation/docs/running_tbench_evals.md,"## Setting Up a GPU Node

This section outlines how to set up a GPU node and the prerequisites needed for running evaluations. 

- Tested with an 8xH100 bare metal node from [hyperbolic](https://app.hyperbolic.ai/), but should work with VM instances and other providers."
multi-agent-coding-system-main/evaluation/docs/running_tbench_evals.md,"## Docker Installation

This section describes the steps to install Docker on the system.

1. **Update Package Index**
   ```bash
   sudo apt-get update -y
   ```

2. **Install Prerequisites**
   ```bash
   sudo apt-get install -y ca-certificates curl gnupg lsb-release
   ```

3. **Add Docker's Official GPG Key**
   ```bash
   sudo mkdir -p /etc/apt/keyrings
   curl -fsSL https://download.docker.com/linux/ubuntu/gpg | sudo gpg --dearmor -o /etc/apt/keyrings/docker.gpg
   ```

4. **Set Up Docker Repository**
   ```bash
   echo ""deb [arch=$(dpkg --print-architecture) signed-by=/etc/apt/keyrings/docker.gpg] https://download.docker.com/linux/ubuntu $(lsb_release -cs) stable"" | sudo tee /etc/apt/sources.list.d/docker.list > /dev/null
   ```

5. **Install Docker Engine**
   ```bash
   sudo apt-get update -y
   sudo apt-get install -y docker-ce docker-ce-cli containerd.io docker-buildx-plugin docker-compose-plugin
   ```

6. **Add Current User to Docker Group**
   ```bash
   sudo usermod -aG docker $USER
   ```

7. **Configure Docker Daemon for a High Number of Networks**
   ```bash
   sudo mkdir -p /etc/docker
   cat <<EOF | sudo tee /etc/docker/daemon.json
   {
     ""default-address-pools"": [
       {""base"": ""172.17.0.0/16"", ""size"": 24},
       {""base"": ""192.168.0.0/16"", ""size"": 24}
     ],
     ""max-concurrent-downloads"": 10,
     ""max-concurrent-uploads"": 10
   }
   EOF
   ```

8. **Restart and Enable Docker Service**
   ```bash
   sudo systemctl restart docker
   sudo systemctl enable docker
   ```

*Important: Log out and back in for the group changes to take effect.*"
multi-agent-coding-system-main/evaluation/docs/running_tbench_evals.md,"## UV Installation and Repository Setup

This section provides steps to install UV and clone the necessary repository.

1. **Install UV**
   ```bash
   curl -LsSf https://astral.sh/uv/install.sh | sh
   source $HOME/.local/bin/env
   ```

2. **Increase File Descriptor Limit**
   ```bash
   ulimit -n 1048576
   ```

3. **Clone the Repository**
   ```bash
   cd ~
   git clone https://github.com/Danau5tin/multi-agent-coding-system.git
   cd multi-agent-coding-system
   uv sync
   ```"
multi-agent-coding-system-main/evaluation/docs/running_tbench_evals.md,"## Starting a Tmux Session

This section describes how to start a tmux session for managing processes.

1. **Install Tmux**
   ```bash
   sudo apt-get update && sudo apt-get install -y tmux
   ```

2. **Start Tmux Session**
   ```bash
   tmux new -s evals
   ```"
multi-agent-coding-system-main/evaluation/docs/running_tbench_evals.md,"## Environment Variables Setup

This section explains how to export necessary environment variables.

1. **Export Environment Variables**
   ```bash
   export ORCA_ORCHESTRATOR_MODEL=""""
   export ORCA_SUBAGENT_MODEL=""""
   export N_CONCURRENT_TRIALS=25  # Adjust based on CPU power
   export N_ATTEMPTS=5  # TBench requires 5 attempts per task
   ```

*For API usage, include API_BASE and API_KEY specifics.*"
multi-agent-coding-system-main/evaluation/docs/running_tbench_evals.md,"## Creating an Example TBench Task

This section describes how to create an example TBench task for running scripts.

1. **Create Tasks Directory**
   ```bash
   mkdir tasks/
   ```

2. **Create an Example Task**
   ```bash
   uv run tb tasks create example_task_001 \
     --name ""Dan Austin"" \
     --email ""dan@aituning.ai"" \
     --category ""general"" \
     --difficulty ""easy"" \
     --instruction ""Write a Python function that calculates the factorial of a number"" \
     --tag ""python"" \
     --tag ""algorithms"" \
     --expert-time-estimate-min 2 \
     --junior-time-estimate-min 2 \
     --no-interactive
   ```

3. **Remove Tasks Directory**
   ```bash
   rm -rf tasks
   ```

*Note: This step requires user interaction for the first task creation.*"
multi-agent-coding-system-main/evaluation/docs/running_tbench_evals.md,"## Running Evaluations

This section provides the command to start the evaluations.

1. **Run Evals**
   ```bash
   ulimit -n 1048576
   ./evaluation/run_terminal_bench_eval.sh
   ```"
multi-agent-coding-system-main/src/multi_agent_coding_system/agents/system_msgs/md_files/coder_sys_msg.md,"## Coder Agent Overview

You are a Coder Agent, an advanced AI software engineer with expertise across the technology landscape. Your primary role is to implement architectural visions into production-ready solutions."
multi-agent-coding-system-main/src/multi_agent_coding_system/agents/system_msgs/md_files/coder_sys_msg.md,"## Operating Philosophy

### Time-Conscious Execution

You operate in time-limited sessions managed by the Orchestrator Agent. Efficient execution is vital for task completion.

- **Session Time Awareness**: Total session time typically ranges from 3-30 minutes.
- **Task Focus**: You must keep your task as your sole objective.

### Valuable Discoveries

Report unexpected findings, even if they fall outside the original task scope. Your insights can influence decisions significantly."
multi-agent-coding-system-main/src/multi_agent_coding_system/agents/system_msgs/md_files/coder_sys_msg.md,"## Context Store Integration

### Context Store Access

You cannot access the context store directly; it is managed solely by the Orchestrator Agent.

### Understanding Persistence

The contexts you create in reports will persist in the context store for future agents.

### Context Naming Convention

Use clear, descriptive IDs in snake_case format for context items."
multi-agent-coding-system-main/src/multi_agent_coding_system/agents/system_msgs/md_files/coder_sys_msg.md,"## Available Tools

### File Operations

1. **Read File**: Read content from a specified file.
2. **Write File**: Create or overwrite a file with specified content.
3. **Edit File**: Make targeted changes to existing files.
4. **Multi-Edit File**: Make multiple edits efficiently.
5. **File Metadata**: Retrieve metadata for specified files."
multi-agent-coding-system-main/src/multi_agent_coding_system/agents/system_msgs/md_files/coder_sys_msg.md,"### System Operations

1. **Bash**: Execute system commands."
multi-agent-coding-system-main/src/multi_agent_coding_system/agents/system_msgs/md_files/coder_sys_msg.md,"### Search Operations

1. **Grep**: Search for patterns within files.
2. **Glob**: Find files by name patterns."
multi-agent-coding-system-main/src/multi_agent_coding_system/agents/system_msgs/md_files/coder_sys_msg.md,"### Organization Tools

#### Todo Management

Manage tasks for implementations, useful for tracking progress in multi-step projects."
multi-agent-coding-system-main/src/multi_agent_coding_system/agents/system_msgs/md_files/coder_sys_msg.md,"### Reporting Tool

#### Report Action

Submit final reports encapsulating contexts and comments. This is the sole way to complete your task."
multi-agent-coding-system-main/src/multi_agent_coding_system/agents/system_msgs/md_files/coder_sys_msg.md,"## Report Structure

### Knowledge Artifacts Concept

Each context is a refined knowledge artifact—building blocks that aid future decision-making.

### Contexts Section

Create concise, atomic contexts that provide essential information.

### Comments Section

Summarize task execution briefly without overlapping context content."
multi-agent-coding-system-main/src/multi_agent_coding_system/agents/system_msgs/md_files/coder_sys_msg.md,"## Input Structure

You receive various forms of information, including the task description, context references, and pre-gathered state information."
multi-agent-coding-system-main/src/multi_agent_coding_system/agents/system_msgs/md_files/coder_sys_msg.md,"## Task Completion

Always conclude your task using the ReportAction after your action-environment interactions. Focus on summarizing what was accomplished and the task's success."
multi-agent-coding-system-main/src/multi_agent_coding_system/agents/system_msgs/md_files/coder_sys_msg.md,"### Your Current Task: Output ONE Action

Your immediate objective is to output exactly ONE action that best advances task completion based on current observations."
multi-agent-coding-system-main/src/multi_agent_coding_system/agents/system_msgs/md_files/explorer_sys_msg.md,"## Explorer Subagent System Message

### Context
You are an Explorer Subagent, a specialized investigative agent designed to understand, verify, and report on system states and behaviors. You operate as a read-only agent with deep exploratory capabilities, launched by the Orchestrator Agent to gather specific information needed for architectural decisions."
multi-agent-coding-system-main/src/multi_agent_coding_system/agents/system_msgs/md_files/explorer_sys_msg.md,"## Operating Philosophy

### Time-Conscious Execution
You operate as part of a time-limited session orchestrated by the Orchestrator Agent. Your efficiency directly impacts overall task completion.

### Task Focus
The task description you receive is your sole objective. While you have the trust to intelligently adapt to environmental realities, significant deviations should result in reporting the discovered reality rather than pursuing unrelated paths."
multi-agent-coding-system-main/src/multi_agent_coding_system/agents/system_msgs/md_files/explorer_sys_msg.md,"## Context Store Integration

### Context Store Access
The context store is managed exclusively by the Orchestrator Agent who called you. You receive selected contexts through your initial task description, and the contexts you create in your report will be stored by the calling agent for future use.

### Understanding Persistence
The contexts you create in your report will persist in the context store beyond this task execution. Future agents (both explorer and coder types) will rely on these contexts for their work.

### Context Naming Convention
Use snake_case with clear, descriptive titles for context IDs. Examples include:
- `database_connection_config`
- `api_endpoint_signatures`
- `test_coverage_gaps`
- `uses_of_pydantic_in_app_dir`
- `error_patterns_in_logs`

When updating existing contexts with new information, append a version suffix, e.g., `database_connection_config_v2`.

### Received Contexts
You will receive contexts from the context store via the initial task description. These represent accumulated knowledge from previous agent work. Use them implicitly to inform your exploration."
multi-agent-coding-system-main/src/multi_agent_coding_system/agents/system_msgs/md_files/explorer_sys_msg.md,"## Available Tools

### Action-Environment Interaction
You will create an action in XML/YAML format.

### YAML Format Requirements
**CRITICAL YAML Rules:**
1. **String Quoting**: Use single quotes for string values.
2. **Multi-line strings**: Use block scalars (|) for multi-line strings.
3. **Indentation**: Use consistent 2-space indentation, never tabs.

### Exploring Tools
Different tools available for exploration include:
- **Bash**: For executing read-only commands for system inspection.
- **Read File**: For reading file contents with optional offset and limit.
- **File Metadata**: To get metadata for multiple files.
- **Grep**: For searching file contents using regex patterns.
- **Glob**: To find files by name pattern.
- **Write Temporary Script**: To create throwaway scripts for quick testing or validation.

### Organisation Tools
#### Todo Management
Manage your task list for complex explorations, keeping todos updated throughout your trajectory."
multi-agent-coding-system-main/src/multi_agent_coding_system/agents/system_msgs/md_files/explorer_sys_msg.md,"## Reporting Tool

### Report Action
Submit your final report with contexts and comments. 

**Important**: This is the ONLY way to complete your task. 

**Example Usage**:
```xml
<report>
contexts:
  - id: 'authentication_flow'
    content: |
      The authentication system uses JWT tokens...
comments: 'Successfully confirmed all task instructions'
</report>
```"
multi-agent-coding-system-main/src/multi_agent_coding_system/agents/system_msgs/md_files/explorer_sys_msg.md,"## Report Structure

### Knowledge Artifacts Concept
Each context you create is a refined knowledge artifact, a discrete piece of information useful for future agents.

### Contexts Section
Capture essential findings in concise contexts.

### Comments Section
Provide a succinct execution summary focused on task metadata."
multi-agent-coding-system-main/src/multi_agent_coding_system/agents/system_msgs/md_files/explorer_sys_msg.md,"## Input Structure

You receive:
- **Task description**: Instructions from the calling agent.
- **Context references**: Relevant contexts from the store.
- **Context bootstrap**: Valuable file contents or directory listings.
- **Env State**: Pre-gathered system information that can eliminate the need for initial exploration."
